# klaverjas spoor; spellen=200; zaad=6
28;5;1;3;1;V;53
28;5;2;4;0;7;53
28;5;3;1;2;7;3
28;6;0;2;2;9;58
28;6;1;3;0;9;53
28;6;2;4;3;H;53
28;6;3;1;2;8;3
28;7;0;4;0;H;13
28;7;1;3;0;A;40
28;7;2;2;0;V;36
28;7;3;1;2;V;35
28;8;0;3;1;H;9
28;8;1;4;1;B;40
28;8;2;1;2;T;35
28;8;3;2;3;V;53
28;=;2;86;66;30;20
29;1;0;2;0;A;2
29;1;1;3;0;T;40
29;1;2;4;2;T;52
29;1;3;1;0;8;3
29;2;0;2;3;B;58
29;2;1;3;3;V;34
29;2;2;4;1;H;69
29;2;3;1;3;A;38
29;3;0;2;3;7;5
29;3;1;3;3;H;40
29;3;2;4;2;8;53
29;3;3;1;2;9;53
29;4;0;1;0;H;7
29;4;1;4;1;8;53
29;4;2;3;0;B;22
29;4;3;2;0;V;38
29;5;0;3;0;9;9
29;5;1;4;0;7;40
29;5;2;1;1;B;68
29;5;3;2;3;8;29
29;6;0;4;2;V;13
29;6;1;3;2;A;40
29;6;2;2;2;7;36
29;6;3;1;2;B;38
29;7;0;3;1;A;9
29;7;1;4;2;H;53
29;7;2;1;1;7;4
29;7;3;2;1;V;38
29;8;0;1;1;9;47
29;8;1;4;1;T;40
29;8;2;3;3;9;28
29;8;3;2;3;T;35
29;=;3;81;71;30;0
30;1;0;3;3;8;7
30;1;1;4;3;T;40
30;1;2;1;3;B;6
30;1;3;2;3;V;38
30;2;0;1;3;A;58
30;2;1;4;1;9;53
30;2;2;3;2;H;69
30;2;3;2;0;8;53
30;3;0;1;3;H;58
30;3;1;4;3;7;40
30;3;2;3;0;V;69
30;3;3;2;2;B;53
30;4;0;1;3;9;56
30;4;1;4;1;V;53
30;4;2;3;2;8;53
30;4;3;2;0;B;53
30;5;0;3;2;7;13
30;5;1;4;2;T;40
30;5;2;1;2;9;36
30;5;3;2;2;A;46
30;6;0;4;0;T;9
30;6;1;3;0;7;40
30;6;2;2;0;H;4
30;6;3;1;1;7;53
30;7;0;4;1;A;9
30;7;1;3;1;H;40
30;7;2;2;2;V;53
30;7;3;1;1;8;3
